"chat_id","company_name",cnpj,"Faixa Funcionários Grupo","Fone Ranking 1","Fone Ranking 2","Fone Ranking 3","Fone Ranking 4","Func Grupo Ordem","municipio_ajustado","Penetração Geral Municipio","razao_social",Segmento,"Tipo Cliente","date_sent",status
"(empty)","TOTVS Curitiba",11837115000151,"20 a 49","4.133877147E9","4.135692809E9","4.130717666E9","4.130717656E9",6,"CURITIBA, PR","19%","SB DE ARAUJO TECNOLOGIA DE EQUIPAMENTOS EIRELI",VAREJO,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",76506302000106,"500 a 999","1.130791748E9","4.134321161E9","4.134323948E9","4.141410829E9",2,"CURITIBA, PR","19%","LAVRADORA RACIONAL DE MADEIRAS LAVRAMA SA",MANUFATURA,Prospect,"2021-04-13 00:00:00",SENT
"1.746230737E9","TOTVS Curitiba",08808582000149,"100 a 249","4.130356404E9","4.132825361E9","4.1304487E9","4.130448702E9",4,"SAO JOSE DOS PINHAIS, PR","47%","EAGLE CARGO TRANSPORTES E LOGISTICA LTDA",LOGISTICA,Prospect,"2021-05-20 11:30:04.958874",SENT
"1.565498301E9","TOTVS Curitiba",78897600000191,"250 a 499","4.235161176E9","4.235161102E9","4.235161103E9","4.23516117E9",3,"MALLET, PR","0%","MADEIREIRA RIO CLARO LTDA",MANUFATURA,Prospect,"2021-04-14 00:00:00",SENT
"(empty)","TOTVS Curitiba",13828811000127,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","TECSUL TELEINFORMATICA LTDA",VAREJO,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",80654387000139,"100 a 249","4.132823967E9","4.121698301E9","(empty)","(empty)",4,"SAO JOSE DOS PINHAIS, PR","47%","TRANSFRIOS TRANSPORTES LTDA",LOGISTICA,Prospect,"2021-05-20 16:30:08.225953",SENT
"1.565498301E9","TOTVS Curitiba",02980309000110,"250 a 499","4.133622384E9","4.132649427E9","4.430138243E9","4.4301382E9",3,"CURITIBA, PR","19%","DIVESA AUTOMOVEIS LTDA",VAREJO,Prospect,"2021-04-15 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",07978782000187,"250 a 499","4.130198537E9","4.1308988E9","4.130898841E9","4.130898813E9",3,"CURITIBA, PR","19%","EWAVE DO BRASIL INFORMATICA LTDA.",SERVICOS,Prospect,"2021-04-15 00:00:00",SENT
"(empty)","TOTVS Curitiba",17425759000119,"20 a 49","4.130951839E9","4.130224935E9","(empty)","(empty)",6,"CURITIBA, PR","19%","BRASILSEG COMERCIO DE SERVICOS E MONITORAMENTO LTDA",VAREJO,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",76486463000177,"250 a 499","4.132429987E9","4.133471427E9","4.121698046E9","(empty)",3,"CURITIBA, PR","19%","IMARIBO SA INDUSTRIA E COMERCIO",MANUFATURA,Prospect,"2021-04-15 00:00:00",SENT
"1.746230737E9","TOTVS Curitiba",80645922000276,"50 a 99","4.13222995E9","5.430423443E9","4.232314444E9","(empty)",5,"CARAMBEI, PR","0%","TRANSPORTES BEGNINI LTDA",LOGISTICA,Prospect,"2021-05-24 11:30:02.074474",SENT
"1.746230737E9","TOTVS Curitiba",77883965000102,"50 a 99","4.234461163E9","4.234461635E9","4.234462321E9","4.234466641E9",5,"PRUDENTOPOLIS, PR","0%","DITZEL & SANCHES LTDA",MANUFATURA,Prospect,"2021-05-24 11:30:04.940304",SENT
"(empty)","TOTVS Curitiba",18499641000106,"20 a 49","4.130186725E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","CWB COMERCIO DE VESTUARIO E CALCADOS LTDA",VAREJO,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",11909923000187,"100 a 249","(empty)","(empty)","(empty)","(empty)",4,"REBOUCAS, PR","0%","FABRICA DE MOVEIS RODRIGUES DA SILVA LTDA",MANUFATURA,Prospect,"2021-04-19 00:00:00",SENT
"1.746230737E9","TOTVS Curitiba",80635956000107,"50 a 99","4.133354574E9","4.234461207E9","4.23446141E9","4.234463951E9",5,"PRUDENTOPOLIS, PR","0%","AGIBERT MADEIRA E DERIVADOS SA",MANUFATURA,Prospect,"2021-05-24 16:30:05.023971",SENT
"(empty)","TOTVS Curitiba",22013575000181,"20 a 49","4.832361725E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","A MARCENEIRA - INDUSTRIA DE MOVEIS LTDA",VAREJO,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",77755692000102,"100 a 249","4.236671214E9","4.236671254E9","4.236671243E9","4.236671216E9",4,"INACIO MARTINS, PR","0%","LAMIPINUS INDUSTRIA E COMERCIO DE MADEIRAS EIRELI",MANUFATURA,Prospect,"2021-04-19 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",43375930000132,"1000 ou Mais","4.132435826E9","4.121414776E9","4.121414634E9","4.121414423E9",1,"CURITIBA, PR","19%","DENSO DO BRASIL LTDA",MANUFATURA,Prospect,"2021-05-05 13:01:29.985722",SENT
"(empty)","TOTVS Curitiba",26361804000100,"20 a 49","4.130776179E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","COMERCIO DE COSMETICOS JBM EIRELI",VAREJO,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",78377363000138,"50 a 99","4.136527178E9","4.136521648E9","4.136524966E9","4.834651716E9",5,"RIO BRANCO DO SUL, PR","6%","GRANISUL INDUSTRIA E COMERCIO DE MINERIOS LTDA",MANUFATURA,Prospect,"2021-05-25 11:30:02.913782",SENT
"(empty)","TOTVS Curitiba",76881093000172,"250 a 499","8.240072648E9","8.340072648E9","3.340072648E9","7.540072648E9",3,"CURITIBA, PR","19%","TROX DO BRASIL DIFUSAO DE AR ACUST FILTRAGEM VENT LTDA",MANUFATURA,Prospect,"(empty)",SENT
"1.746230737E9","TOTVS Curitiba",78142734000100,"50 a 99","4.133391191E9","4.234223569E9","4.234232485E9","4.234232515E9",5,"IRATI, PR","6%","BOSCARDIN & CIA",MANUFATURA,Prospect,"2021-05-25 11:30:08.765716",SENT
"1.746230737E9","TOTVS Curitiba",77888709000108,"50 a 99","4.236463677E9","(empty)","(empty)","(empty)",5,"PITANGA, PR","8%","INPOPEL INDUSTRIAS PODOLAN DE PAPEL LTDA",MANUFATURA,Prospect,"2021-05-25 16:30:05.131849",SENT
"(empty)","TOTVS Curitiba",34438892000129,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","TREXX - COMERCIO E CONFECCOES DE ROUPAS EIRELI",VAREJO,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",10887398000183,"100 a 249","4.632622497E9","4.632622548E9","4.632621087E9","4.632622525E9",4,"PALMAS, PR","5%","INDUSTRIAL ARBHORES COMPENSADOS - EIRELI",MANUFATURA,Prospect,"2021-04-22 00:00:00",SENT
"1.746230737E9","TOTVS Curitiba",11995146000130,"50 a 99","4.136572266E9","4.136991072E9","(empty)","(empty)",5,"ALMIRANTE TAMANDARE, PR","11%","LUCIANE APARECIDA CZELUSNIAK",LOGISTICA,Prospect,"2021-05-26 11:30:05.010440",SENT
"1.565498301E9","TOTVS Curitiba",04346278000176,"100 a 249","4.29997513E10","4.2999167363E10","4.2999752E10","4.2999121771E10",4,"UNIAO DA VITORIA, PR","8%","SAO GABRIEL PAPEIS LTDA",MANUFATURA,Prospect,"2021-05-05 16:30:44.184746",SENT
"(empty)","TOTVS Curitiba",75469734000113,"20 a 49","4.130143269E9","4.130446813E9","4.130768122E9","4.131555902E9",6,"CURITIBA, PR","19%","MARCO AURELIO BINDER LOURENCO",VAREJO,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",76743012000178,"100 a 249","4.235231166E9","4.2352129E9","4.235212914E9","4.235212928E9",4,"UNIAO DA VITORIA, PR","8%","SOMAPAR SOCIEDADE MADEIREIRA PARANAENSE LTDA",MANUFATURA,Prospect,"2021-05-06 11:30:30.294651",SENT
"1.746230737E9","TOTVS Curitiba",11972381000197,"50 a 99","1.530233033E9","1.530233003E9","4.230893022E9","4.335355879E9",5,"PONTA GROSSA, PR","14%","WHLOG TRANSPORTES E LOGISTICA LTDA",LOGISTICA,Prospect,"2021-06-02 14:44:04.394140",SENT
"1.565498301E9","TOTVS Curitiba",07106525000155,"100 a 249","4.23035986E9","4.230359851E9","4.230359898E9","4.23035988E9",4,"GUARAPUAVA, PR","10%","BENDERPLAST - INDUSTRIA E COMERCIO DE EMBALAGENS - EIRELI",MANUFATURA,Prospect,"2021-04-26 00:00:00",SENT
"(empty)","TOTVS Curitiba",04746845000181,"20 a 49","4.134226158E9","4.134255E9","4.132745666E9","(empty)",6,"PARANAGUA, PR","21%","ROBERTO PETROSKI DOS SANTOS",VAREJO,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",77741924000173,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"PONTA GROSSA, PR","14%","ITAIA MINERACAO INDUSTRIA E COMERCIO LTDA",MANUFATURA,Prospect,"2021-06-02 16:30:09.613231",SENT
"1.565498301E9","TOTVS Curitiba",10769200000167,"100 a 249","4.236231991E9","4.236234907E9","(empty)","(empty)",4,"GUARAPUAVA, PR","10%","GRAN COMP INDUSTRIA DE COMPENSADOS EIRELI",MANUFATURA,Prospect,"2021-04-23 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",21557729000133,"100 a 249","4.13652151E9","(empty)","(empty)","(empty)",4,"ALMIRANTE TAMANDARE, PR","11%","MASTERCAL INDUSTRIA E COMERCIO DE CAL LTDA",MANUFATURA,Prospect,"2021-04-26 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",77690493000163,"100 a 249","4.131384286E9","4.131384271E9","4.131384289E9","4.131384295E9",4,"ALMIRANTE TAMANDARE, PR","11%","CALPLAN INDUSTRIA E COMERCIO DE CALCARIOS EIRELI",MANUFATURA,Prospect,"2021-04-26 00:00:00",SENT
"1.746230737E9","TOTVS Curitiba",07699906000195,"50 a 99","4.133481011E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","STAHL LOG DISTRIBUICAO E LOGISTICA LTDA",LOGISTICA,Prospect,"2021-06-04 11:30:20.378095",SENT
"(empty)","TOTVS Curitiba",06339216000162,"20 a 49","4.232331507E9","4.232336518E9","4.232322664E9","(empty)",6,"CASTRO, PR","26%","KLMORAIS IMPRESSOES EIRELI",VAREJO,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",73565129000110,"100 a 249","4.13605265E9","4.13139265E9","4.131392651E9","4.131392654E9",4,"COLOMBO, PR","14%","VITTA INDUSTRIA MOVELEIRA LTDA",MANUFATURA,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",09274367000178,"100 a 249","4.136760024E9","4.6322018E9","(empty)","(empty)",4,"CAMPINA GRANDE DO SUL, PR","18%","REFORPAN INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA",MANUFATURA,Prospect,"2021-05-06 16:30:20.822253",SENT
"1.746230737E9","TOTVS Curitiba",24844469000175,"50 a 99","4.13373333E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","LOGISTICA SVD LTDA",LOGISTICA,Prospect,"2021-06-04 16:30:43.324059",SENT
"1.565498301E9","TOTVS Curitiba",04767135000138,"100 a 249","4.130948727E9","4.1309487E9","4.132767492E9","(empty)",4,"CURITIBA, PR","19%","PRINCESA DO LAR CONFECCOES LTDA",MANUFATURA,Prospect,"2021-05-06 16:30:23.675192",SENT
"(empty)","TOTVS Curitiba",19109225000109,"20 a 49","4.130325603E9","(empty)","(empty)","(empty)",6,"CAMPO LARGO, PR","28%","BESSER COMERCIO DE EQUIPAMENTOS EIRELI",VAREJO,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",77728145000138,"50 a 99","4.133991795E9","4.133991517E9","4.13399543E9","4.133991625E9",5,"CURITIBA, PR","19%","SANTA FELICIDADE TRANSPORTE E LOGISTICA LTDA",LOGISTICA,Prospect,"2021-06-08 11:30:06.057663",SENT
"1.565498301E9","TOTVS Curitiba",07571116000120,"100 a 249","4.130929473E9","4.133730198E9","4.133522493E9","4.133730208E9",4,"CURITIBA, PR","19%","ITERUM COMERCIO INTERNACIONAL LTDA",MANUFATURA,Prospect,"2021-05-06 16:30:26.499605",SENT
"1.565498301E9","TOTVS Curitiba",24126730000100,"100 a 249","(empty)","(empty)","(empty)","(empty)",4,"CURITIBA, PR","19%","ELETROPOLAR INDUSTRIA E COMERCIO - EIRELI",MANUFATURA,Prospect,"2021-04-26 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",42599019000146,"100 a 249","4.1992638345E10","4.1991917232E10","4.1991939317E10","4.199281906E10",4,"CURITIBA, PR","19%","HAAS DO BRASIL INDUSTRIA DE MAQUINAS LTDA",MANUFATURA,Prospect,"2021-05-07 11:30:20.257996",SENT
"(empty)","TOTVS Curitiba",85057412000110,"50 a 99","5.4302952E9","5.430295222E9","1.145099881E9","5.134704024E9",5,"CURITIBA, PR","19%","SLCR TRANSPORTES - EIRELI",LOGISTICA,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",72179815000190,"100 a 249","4.130891365E9","4.130891465E9","4.132054026E9","4.13092198E9",4,"CURITIBA, PR","19%","FLEX MONTAGEM ELETROMECANICA E MANUTENCAO INDUSTRIAL EIRELI",MANUFATURA,Prospect,"2021-05-07 11:30:26.103495",SENT
"1.746230737E9","TOTVS Curitiba",80183528000182,"50 a 99","4.133436676E9","4.130898024E9","4.130898005E9","4.130898003E9",5,"CURITIBA, PR","19%","METALURGICA STORI EIRELI",MANUFATURA,Prospect,"2021-06-09 16:30:20.311502",SENT
"1.746230737E9","TOTVS Curitiba",81698128000172,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","IMBRASA INDUSTRIA DE MOVEIS S/A",MANUFATURA,Prospect,"2021-06-09 16:30:24.934427",SENT
"1.746230737E9","TOTVS Curitiba",82369810000184,"50 a 99","4.130837538E9","4.130391258E9","4.130941861E9","4.132861401E9",5,"CURITIBA, PR","19%","FABO BOMBAS E EQUIPAMENTOS LTDA",MANUFATURA,Prospect,"2021-06-09 16:30:29.714319",SENT
"1.746230737E9","TOTVS Curitiba",85053296000161,"50 a 99","4.130227775E9","4.130227675E9","4.1302226E9","4.130246585E9",5,"CURITIBA, PR","19%","SERZEGRAF INDUSTRIA EDITORA GRAFICA LTDA",MANUFATURA,Prospect,"2021-06-10 11:30:35.276414",SENT
"1.565498301E9","TOTVS Curitiba",76492065000163,"100 a 249","4.130133854E9","4.132467923E9","4.130172374E9","4.133462739E9",4,"CURITIBA, PR","19%","SELECTAS S A INDUSTRIA E COMERCIO DE MADEIRAS",MANUFATURA,Prospect,"2021-05-07 16:30:36.298386",SENT
"1.746230737E9","TOTVS Curitiba",82083270000178,"50 a 99","4.136214563E9","4.132824176E9","4.13424433E9","4.130936366E9",5,"PARANAGUA, PR","21%","CONSTRUTORA SERRA DA PRATA LTDA",MANUFATURA,Prospect,"2021-06-10 11:30:44.721215",SENT
"1.746230737E9","TOTVS Curitiba",76038538000157,"50 a 99","4.132921131E9","4.13292539E9","4.133921989E9","(empty)",5,"CAMPO LARGO, PR","28%","TRANSLADA TRANSPORTES RODOVIARIOS LTDA",LOGISTICA,Prospect,"2021-06-10 16:30:20.799858",SENT
"1.746230737E9","TOTVS Curitiba",85498269000100,"50 a 99","4.132022602E9","4.132022606E9","4.1320226E9","4.132022601E9",5,"ARAUCARIA, PR","38%","FALCOA FUNDICAO DE ALUMINIO LTDA",MANUFATURA,Prospect,"2021-06-10 16:30:25.485493",SENT
"1.746230737E9","TOTVS Curitiba",06177985000101,"50 a 99","4.133836116E9","4.136761148E9","(empty)","(empty)",5,"PINHAIS, PR","40%","JRD LOGISTICA DE MARKETING LTDA",LOGISTICA,Prospect,"2021-06-10 16:30:30.315307",SENT
"1.565498301E9","TOTVS Curitiba",77167633000113,"100 a 249","4.133761054E9","4.133762305E9","4.133762206E9","4.133761713E9",4,"CURITIBA, PR","19%","REPRO SET INDUSTRIA GRAFICA LTDA",MANUFATURA,Prospect,"2021-05-10 11:30:12.421896",SENT
"1.746230737E9","TOTVS Curitiba",06312039000120,"50 a 99","4.131078498E9","4.121694171E9","(empty)","(empty)",5,"SAO JOSE DOS PINHAIS, PR","47%","TRANSPORTADORA ISOGAMA LTDA",LOGISTICA,Prospect,"2021-06-14 11:30:06.058890",SENT
"(empty)","TOTVS Curitiba",08960985000109,"50 a 99","4.130336877E9","4.130428224E9","4.13132505E9","4.131325098E9",5,"SAO JOSE DOS PINHAIS, PR","47%","CARRARO ARMAZENS GERAIS LTDA",LOGISTICA,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",17343071000190,"100 a 249","4.1991794781E10","4.1992537697E10","4.1991963736E10","4.1992059856E10",4,"CAMPO LARGO, PR","28%","METALSA CAMPO LARGO INDUSTRIA E COMERCIO DE CHASSIS LTDA.",MANUFATURA,Prospect,"2021-05-10 11:30:15.408756",SENT
"1.746230737E9","TOTVS Curitiba",84951649000188,"50 a 99","4.130585375E9","4.132995301E9","4.132995303E9","4.132995328E9",5,"SAO JOSE DOS PINHAIS, PR","47%","J M S INDUSTRIA E COMERCIO - EIRELI",MANUFATURA,Prospect,"2021-06-14 11:36:00.148447",SENT
"1.746230737E9","TOTVS Curitiba",78794286000111,"20 a 49","4.333514228E9","4.235212914E9","(empty)","(empty)",6,"GENERAL CARNEIRO, PR","0%","PALBRAS AGROPASTORIL LTDA",AGROINDUSTRIA,Prospect,"2021-06-14 11:36:04.747754",SENT
"(empty)","TOTVS Curitiba",07147252000197,"20 a 49","4.232314354E9","4.232315988E9","(empty)","(empty)",6,"CARAMBEI, PR","0%","GERSON BUENO COMERCIO DE CEREAIS E TRANSPORTE DE CARGA EIRELI",LOGISTICA,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",07532608000106,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"PAULA FREITAS, PR","0%","LAMINADOS L D LTDA",LOGISTICA,Prospect,"2021-06-14 11:36:09.335929",SENT
"(empty)","TOTVS Curitiba",09243888000168,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"TUNAS DO PARANA, PR","0%","LUIZ SELOIR GUBERT & CIA LTDA",LOGISTICA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",11228226000160,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"GENERAL CARNEIRO, PR","0%","MARLON J. GARBIN EIRELI",LOGISTICA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",12528448000161,"20 a 49","4.335576925E9","(empty)","(empty)","(empty)",6,"ARAPOTI, PR","0%","TAINE FERREIRA BRANCO",LOGISTICA,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",77473403000182,"20 a 49","4.232311415E9","4.532311732E9","(empty)","(empty)",6,"CARAMBEI, PR","0%","TRANSPORTADORA MOERS LTDA",LOGISTICA,Prospect,"2021-06-14 16:30:19.780982",SENT
"1.565498301E9","TOTVS Curitiba",05799180000137,"100 a 249","4.1984665128E10","4.1985197806E10","4.1984645128E10","4.1984615128E10",4,"ARAUCARIA, PR","38%","NELSON DO BRASIL PECAS TUBULARES E TUBOS DE EXAUSTAO LTDA",MANUFATURA,Prospect,"2021-05-10 16:30:14.403014",SENT
"1.746230737E9","TOTVS Curitiba",47247705000171,"100 a 249","4.13641101E9","4.136411078E9","4.136411082E9","4.13641104E9",4,"ARAUCARIA, PR","38%","NOVOZYMES LATIN AMERICA LTDA",MANUFATURA,Prospect,"2021-07-02 11:30:10.242361",SENT
"1.565498301E9","TOTVS Curitiba",27356444000110,"100 a 249","(empty)","(empty)","(empty)","(empty)",4,"PINHAIS, PR","40%","BALY DISTRIBUIDORA DE ALIMENTOS E BEBIDAS EIRELI",MANUFATURA,Prospect,"2021-05-10 16:30:17.334850",SENT
"1.746230737E9","TOTVS Curitiba",81790578000190,"20 a 49","4.736436181E9","4.736450135E9","4.736451024E9","(empty)",6,"RIO NEGRO, PR","0%","METALURGICA ZENKER LTDA",MANUFATURA,Prospect,"2021-06-15 11:30:14.024706",SENT
"1.746230737E9","TOTVS Curitiba",82284894000153,"20 a 49","4.736450033E9","4.736450324E9","4.736450507E9","4.736451849E9",6,"RIO NEGRO, PR","0%","GALPOSTE PRE MOLDADOS DE CONCRETO LTDA",MANUFATURA,Prospect,"2021-06-15 16:30:20.695764",SENT
"1.746230737E9","TOTVS Curitiba",82332297000157,"20 a 49","4.334761453E9","(empty)","(empty)","(empty)",6,"CANDIDO DE ABREU, PR","0%","LATICINIOS DAU LTDA",MANUFATURA,Prospect,"2021-06-15 16:30:25.336284",SENT
"1.746230737E9","TOTVS Curitiba",86800489000100,"20 a 49","4.736450958E9","4.736452524E9","(empty)","(empty)",6,"RIO NEGRO, PR","0%","RIVERPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA",MANUFATURA,Prospect,"2021-06-15 16:30:29.957496",SENT
"(empty)","TOTVS Curitiba",17196120000109,"100 a 249","4.136342429E9","(empty)","(empty)","(empty)",4,"SAO JOSE DOS PINHAIS, PR","47%","DUTY DO BRASIL - EQUIPAMENTOS INDUSTRIAIS LTDA",MANUFATURA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",84847631000130,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"TELEMACO BORBA, PR","3%","LUIZ CARLOS FERREIRA TRANSPORTES LTDA",LOGISTICA,Prospect,"(empty)",WAITING
"1.746230737E9","TOTVS Curitiba",79539292000195,"20 a 49","4.632631315E9","4.632631595E9","4.632627029E9","(empty)",6,"PALMAS, PR","5%","ARGENTA BONOTTO & CIA LTDA",AGROINDUSTRIA,Prospect,"2021-06-16 11:30:05.675621",SENT
"1.565498301E9","TOTVS Curitiba",67122762000131,"100 a 249","(empty)","(empty)","(empty)","(empty)",4,"SAO JOSE DOS PINHAIS, PR","47%","BATTISTELLA MAQUINAS INDUSTRIA E COMERCIO LTDA.",MANUFATURA,Prospect,"2021-05-11 11:30:26.228380",SENT
"(empty)","TOTVS Curitiba",81429755000108,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"RIO BRANCO DO SUL, PR","6%","TRANSPORTES BONTORIN LTDA",LOGISTICA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",79438339000124,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"RIO BRANCO DO SUL, PR","6%","METALESP CONSTRUCOES MECANICAS LTDA",MANUFATURA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",80555592000147,"20 a 49","4.136521131E9","4.135326491E9","4.136521104E9","4.13652137E9",6,"RIO BRANCO DO SUL, PR","6%","HUME PREMOLDADOS DE CONCRETO CENTRIFUGADO LTDA",MANUFATURA,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",04586156000157,"50 a 99","4.93243357E9","4.932273011E9","(empty)","(empty)",5,"PINHAO, PR","0%","LAMINADORA SAO CAETANO LTDA",MANUFATURA,Prospect,"2021-05-11 16:30:11.236847",SENT
"1.746230737E9","TOTVS Curitiba",78068491000108,"20 a 49","4.236461502E9","4.236461607E9","4.236461598E9","(empty)",6,"PITANGA, PR","8%","MANCHUR & CIA LTDA",LOGISTICA,Prospect,"2021-06-16 11:30:10.499869",SENT
"1.565498301E9","TOTVS Curitiba",06104898000124,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"LARANJEIRAS DO SUL, PR","0%","NILSON EBERT & CIA LTDA",MANUFATURA,Prospect,"2021-05-11 16:30:14.088353",SENT
"(empty)","TOTVS Curitiba",06113622000102,"50 a 99","4.232421462E9","4.232421029E9","4.232421311E9","(empty)",5,"IPIRANGA, PR","0%","MADEIREIRA HENRIQUE LTDA",MANUFATURA,Prospect,"(empty)",SENT
"1.746230737E9","TOTVS Curitiba",82574245000197,"20 a 49","4.235212146E9","(empty)","(empty)","(empty)",6,"UNIAO DA VITORIA, PR","8%","TRANSPORTES RODOVIÁRIOS SBA LTDA",LOGISTICA,Prospect,"2021-06-16 16:30:23.765168",SENT
"1.565498301E9","TOTVS Curitiba",08906056000111,"50 a 99","4.335713079E9","1.433243472E9","(empty)","(empty)",5,"SIQUEIRA CAMPOS, PR","0%","ARLINDO BERNARDO EIRELI",MANUFATURA,Prospect,"2021-05-12 11:30:30.685607",SENT
"1.565498301E9","TOTVS Curitiba",09652951000110,"50 a 99","4.23522733E9","(empty)","(empty)","(empty)",5,"PORTO VITORIA, PR","0%","COMPENSADOS E PORTAS BALSA VITORIA EIRELI",MANUFATURA,Prospect,"2021-05-12 11:30:33.675463",SENT
"1.565498301E9","TOTVS Curitiba",10866649000143,"50 a 99","4.736423907E9","4.736425471E9","(empty)","(empty)",5,"RIO NEGRO, PR","0%","SAO CRISPIM QUALITY INDUSTRIA E COMERCIO DE CALCADOS LTDA",MANUFATURA,Prospect,"2021-05-12 11:30:36.634713",SENT
"1.565498301E9","TOTVS Curitiba",10934761000174,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"QUATIGUA, PR","0%","CONFECCOES S.S.T EIRELI",MANUFATURA,Prospect,"2021-05-12 16:30:11.862443",SENT
"1.746230737E9","TOTVS Curitiba",79540605000125,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"GUARAPUAVA, PR","10%","TRANSPORTH-TRANSPORTADORA P.ORTH LTDA",LOGISTICA,Prospect,"2021-05-03 00:00:00",SENT
"1.746230737E9","TOTVS Curitiba",82355629000119,"20 a 49","4.23627342E9","4.236276529E9","4.23627221E9","4.236275981E9",6,"GUARAPUAVA, PR","10%","TRANSPORTADORA MEZTRA LTDA",LOGISTICA,Prospect,"2021-05-03 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",28715511000109,"50 a 99","4.234462998E9","4.234362043E9","(empty)","(empty)",5,"PRUDENTOPOLIS, PR","0%","SX ARTEFATOS DE COURO EIRELI",MANUFATURA,Prospect,"2021-05-12 16:30:18.286551",SENT
"1.746230737E9","TOTVS Curitiba",79081725000101,"20 a 49","4.232247165E9","4.23229785E9","4.232235682E9","(empty)",6,"PONTA GROSSA, PR","14%","EMPREENDIMENTOS FLORESTAIS CAMBIJU LTDA",AGROINDUSTRIA,Prospect,"2021-05-04 00:00:00",SENT
"1.565498301E9","TOTVS Curitiba",75655563000117,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"MALLET, PR","0%","INDUSTRIA E COMERCIO DE MADEIRAS RIO CLARO LTDA",MANUFATURA,Prospect,"2021-05-13 11:30:20.836429",SENT
"(empty)","TOTVS Curitiba",09144798000110,"20 a 49","4.232290111E9","(empty)","(empty)","(empty)",6,"PONTA GROSSA, PR","14%","BAZZI - TRANSPORTES RODOVIARIO DE CARGAS LTDA",LOGISTICA,Prospect,"(empty)",WAITING
"(empty)","TOTVS Curitiba",10640173000128,"20 a 49","4.130311815E9","4.141062385E9","1.143170386E9","(empty)",6,"PONTA GROSSA, PR","14%","PADOVA TRANSPORTES LTDA",LOGISTICA,Prospect,"(empty)",WAITING
"1.565498301E9","TOTVS Curitiba",77300861000110,"50 a 99","3.433142414E9","6.232333364E9","4.236351879E9","4.236351564E9",5,"LARANJEIRAS DO SUL, PR","0%","FABRICA DE TRONCOS ROMANCINI LTDA",MANUFATURA,Prospect,"2021-05-13 11:30:26.937768",SENT
